1,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,2.10222139704878
2,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.87008158551306
3,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.64114868635115
4,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.44753042311775
5,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.30328180974381
6,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.20072826776422
7,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.13172738182455
8,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.08325534149784
9,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.04743298199515
10,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.0193775500031
11,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.997044041935929
12,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.98138130031049
13,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.969342851107624
14,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.9591528114256
15,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.950660273655872
16,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.944492432632842
17,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.940167528245174
18,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.936914039613964
19,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.933947576880603
20,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.931120523602016
21,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.929739898915063
22,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.928678677102419
23,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.927964896071289
24,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.927254125959762
25,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.927501427611897
26,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.927247985276352
27,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.927194688107625
28,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.927168546470344
29,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.927325121903788
30,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.927699593735839
31,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.927301403986559
32,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.927474599127613
33,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.927788707549358
34,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.927930793470792
35,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.928272420379764
36,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.928639355254573
37,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.928924426059137
38,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.929402129140771
39,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.929982941372926
40,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.930342685724231
41,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.930745139802769
42,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.93134502996783
43,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.931905484084452
44,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.932330193388216
45,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.93279179200529
46,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.933721026400546
47,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.93421554410446
48,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.934733135949889
49,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.935426859019837
50,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,0.936215166088584
1,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,2.09768352314536
2,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.87205694366681
3,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.63299138774284
4,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.43582479158757
5,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.29480523189634
6,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.19711042820468
7,10,0.008,1,0.2,0.005,0.0005,0.005,0.0009,1.13032610655398
